,country,year,life_expectancy
22850,Trinidad and Tobago,1887,38.8
22851,Tunisia,1887,28.8
22852,Turkey,1887,35.0
22853,Turkmenistan,1887,22.86
22856,Uganda,1887,25.3
22857,Ukraine,1887,36.6
22858,United Arab Emirates,1887,30.7
22859,United Kingdom,1887,45.65
22860,United States,1887,43.47
22861,Uruguay,1887,32.9
22863,Uzbekistan,1887,27.33
22865,Vanuatu,1887,24.3
22866,Venezuela,1887,32.2
22867,West Bank and Gaza,1887,32.1
22869,Western Sahara,1887,34.75
22870,Vietnam,1887,32.0
22871,Virgin Islands (U.S.),1887,33.4
22874,Yemen,1887,23.39
22876,Zambia,1887,32.6
22877,Zimbabwe,1887,33.7
22879,South Sudan,1887,26.67
22881,Afghanistan,1888,27.31
22883,Albania,1888,35.4
22884,Algeria,1888,28.82
22887,Angola,1888,26.98
22889,Antigua and Barbuda,1888,33.54
22890,Argentina,1888,33.44
22891,Armenia,1888,34.6
22892,Aruba,1888,34.42
22893,Australia,1888,43.58
22894,Austria,1888,36.61
22895,Azerbaijan,1888,29.77
22896,Bahamas,1888,35.18
22897,Bahrain,1888,30.3
22898,Bangladesh,1888,22.96
22899,Barbados,1888,32.12
22900,Belarus,1888,36.2
22901,Belgium,1888,44.92
22902,Belize,1888,26.5
22903,Benin,1888,31.0
22905,Bhutan,1888,28.8
22906,Bolivia,1888,33.0
22907,Bosnia and Herzegovina,1888,35.1
22908,Botswana,1888,33.6
22909,Brazil,1888,31.98
22911,Brunei,1888,29.2
22912,Bulgaria,1888,39.67
22913,Burkina Faso,1888,29.2
22914,Burundi,1888,31.5
22915,Cambodia,1888,35.0
22916,Cameroon,1888,28.75
22917,Canada,1888,45.04
22918,Cape Verde,1888,33.8
22920,Central African Republic,1888,30.0
22921,Chad,1888,30.9
22923,Chile,1888,32.0
22924,China,1888,32.0
22927,Colombia,1888,32.0
22928,Comoros,1888,32.1
22929,"Congo, Dem. Rep.",1888,31.6
22930,"Congo, Rep.",1888,32.7
22932,Costa Rica,1888,30.2
22933,Cote d'Ivoire,1888,31.16
22934,Croatia,1888,36.1
22935,Cuba,1888,43.16
22936,Cyprus,1888,38.51
22937,Czech Republic,1888,34.99
22939,Denmark,1888,46.71
22940,Djibouti,1888,29.9
22942,Dominican Republic,1888,29.9
22944,Ecuador,1888,32.9
22945,Egypt,1888,33.0
22946,El Salvador,1888,28.7
22947,Equatorial Guinea,1888,29.8
22948,Eritrea,1888,30.2
22950,Estonia,1888,41.88
22951,Ethiopia,1888,17.0
22954,Fiji,1888,26.1
22955,Finland,1888,45.16
22956,France,1888,44.15
22957,French Guiana,1888,30.5
22958,French Polynesia,1888,25.6
22959,Gabon,1888,30.6
22960,Gambia,1888,28.8
22961,Georgia,1888,32.47
22962,Germany,1888,40.32
22963,Ghana,1888,28.0
22965,Greece,1888,37.86
22966,Greenland,1888,31.6
22967,Grenada,1888,37.3
22968,Guadeloupe,1888,27.66
22969,Guam,1888,27.5
22970,Guatemala,1888,25.81
22972,Guinea,1888,30.41
22973,Guinea-Bissau,1888,32.0
22974,Guyana,1888,31.12
22975,Haiti,1888,29.0
22977,Honduras,1888,33.9
22978,"Hong Kong, China",1888,34.9
22979,Hungary,1888,36.0
22980,Iceland,1888,46.8
22981,India,1888,24.42
22982,Indonesia,1888,30.0
22983,Iran,1888,25.6
22984,Iraq,1888,31.2
22985,Ireland,1888,45.96
22987,Israel,1888,32.0
22988,Italy,1888,36.92
22989,Jamaica,1888,38.6
22990,Japan,1888,37.54
22992,Jordan,1888,31.7
22993,Kazakhstan,1888,26.8
22994,Kenya,1888,25.5
22995,Kiribati,1888,24.9
22996,North Korea,1888,26.0
22997,South Korea,1888,25.8
23000,Kuwait,1888,26.0
23001,Kyrgyz Republic,1888,24.54
23002,Lao,1888,31.9
23003,Latvia,1888,42.3
23004,Lebanon,1888,29.7
23005,Lesotho,1888,32.8
23006,Liberia,1888,31.1
23007,Libya,1888,33.1
23009,Lithuania,1888,36.58
23010,Luxembourg,1888,41.43
23011,"Macao, China",1888,34.7
23012,"Macedonia, FYR",1888,36.1
23013,Madagascar,1888,30.5
23014,Malawi,1888,30.3
23015,Malaysia,1888,30.6
23016,Maldives,1888,32.65
23017,Mali,1888,26.41
23018,Malta,1888,36.26
23020,Martinique,1888,30.15
23021,Mauritania,1888,32.0
23022,Mauritius,1888,31.75
23023,Mayotte,1888,32.5
23024,Mexico,1888,26.9
23025,"Micronesia, Fed. Sts.",1888,26.7
23026,Moldova,1888,33.15
23028,Mongolia,1888,31.8
23029,Montenegro,1888,35.4
23031,Morocco,1888,33.1
23032,Mozambique,1888,30.28
23033,Myanmar,1888,30.8
23034,Namibia,1888,32.4
23036,Nepal,1888,32.8
23037,Netherlands,1888,44.22
23038,Netherlands Antilles,1888,34.41
23039,New Caledonia,1888,26.0
23040,New Zealand,1888,42.08
23042,Nicaragua,1888,25.4
23043,Niger,1888,30.8
23044,Nigeria,1888,30.4
23049,Norway,1888,50.38
23050,Oman,1888,32.3
23051,Pakistan,1888,26.32
23053,Panama,1888,32.9
23054,Papua New Guinea,1888,31.5
23055,Paraguay,1888,35.5
23056,Peru,1888,35.7
23057,Philippines,1888,30.9
23059,Poland,1888,36.81
23060,Portugal,1888,35.6
23061,Puerto Rico,1888,30.43
23062,Qatar,1888,30.8
23063,Reunion,1888,33.0
23064,Romania,1888,35.7
23065,Russia,1888,33.14
23066,Rwanda,1888,31.8
23070,St. Lucia,1888,28.01
23072,St. Vincent and the Grenadines,1888,25.99
23074,Samoa,1888,25.4
23076,Sao Tome and Principe,1888,31.0
23077,Saudi Arabia,1888,32.1
23078,Senegal,1888,25.2
23079,Serbia,1888,35.5
23082,Seychelles,1888,41.72
23083,Sierra Leone,1888,25.1
23084,Singapore,1888,34.0
23085,Slovak Republic,1888,36.4
23086,Slovenia,1888,36.6
23087,Solomon Islands,1888,25.1
23088,Somalia,1888,29.4
23090,South Africa,1888,33.5
23092,Spain,1888,31.06
23093,Sri Lanka,1888,32.6
23094,Sudan,1888,31.4
23095,Suriname,1888,32.9
23097,Swaziland,1888,32.3
23098,Sweden,1888,52.35
23099,Switzerland,1888,45.97
23100,Syria,1888,31.1
23101,Taiwan,1888,28.3
23102,Tajikistan,1888,24.84
23103,Tanzania,1888,32.2
23104,Thailand,1888,30.4
23105,Timor-Leste,1888,28.95
23106,Togo,1888,31.3
23108,Tonga,1888,28.2
23110,Trinidad and Tobago,1888,38.8
23111,Tunisia,1888,28.8
23112,Turkey,1888,35.0
23113,Turkmenistan,1888,23.06
23116,Uganda,1888,25.3
23117,Ukraine,1888,36.6
23118,United Arab Emirates,1888,30.7
23119,United Kingdom,1888,46.81
23120,United States,1888,44.05
23121,Uruguay,1888,32.9
23123,Uzbekistan,1888,27.53
23125,Vanuatu,1888,24.3
23126,Venezuela,1888,32.2
23127,West Bank and Gaza,1888,32.1
23129,Western Sahara,1888,34.75
23130,Vietnam,1888,32.0
23131,Virgin Islands (U.S.),1888,33.4
23134,Yemen,1888,23.39
23136,Zambia,1888,32.6
23137,Zimbabwe,1888,33.7
23139,South Sudan,1888,26.67
23141,Afghanistan,1889,27.3
23143,Albania,1889,35.4
23144,Algeria,1889,28.82
23147,Angola,1889,26.98
23149,Antigua and Barbuda,1889,33.54
23150,Argentina,1889,33.72
23151,Armenia,1889,34.8
23152,Aruba,1889,34.42
23153,Australia,1889,44.11
23154,Austria,1889,36.84
23155,Azerbaijan,1889,29.97
23156,Bahamas,1889,35.18
23157,Bahrain,1889,30.3
23158,Bangladesh,1889,22.84
23159,Barbados,1889,32.12
23160,Belarus,1889,36.2
23161,Belgium,1889,45.07
23162,Belize,1889,26.5
23163,Benin,1889,31.0
23165,Bhutan,1889,28.8
23166,Bolivia,1889,33.0
23167,Bosnia and Herzegovina,1889,35.1
23168,Botswana,1889,33.6
23169,Brazil,1889,31.98
23171,Brunei,1889,29.2
23172,Bulgaria,1889,39.72
23173,Burkina Faso,1889,29.2
23174,Burundi,1889,31.5
23175,Cambodia,1889,35.0
23176,Cameroon,1889,28.75
23177,Canada,1889,45.09
23178,Cape Verde,1889,33.8
23180,Central African Republic,1889,30.0
23181,Chad,1889,30.9
23183,Chile,1889,32.0
23184,China,1889,32.0
23187,Colombia,1889,32.0
23188,Comoros,1889,32.1
23189,"Congo, Dem. Rep.",1889,31.6
23190,"Congo, Rep.",1889,32.7
23192,Costa Rica,1889,30.2
23193,Cote d'Ivoire,1889,31.16
23194,Croatia,1889,36.1
23195,Cuba,1889,43.7
23196,Cyprus,1889,38.51
23197,Czech Republic,1889,34.99
23199,Denmark,1889,47.83
23200,Djibouti,1889,29.9
23202,Dominican Republic,1889,29.9
23204,Ecuador,1889,32.9
23205,Egypt,1889,33.0
23206,El Salvador,1889,28.7
23207,Equatorial Guinea,1889,29.8
23208,Eritrea,1889,30.2
23210,Estonia,1889,42.08
23211,Ethiopia,1889,5.0
23214,Fiji,1889,26.1
23215,Finland,1889,44.93
23216,France,1889,45.56
23217,French Guiana,1889,30.5
23218,French Polynesia,1889,25.6
23219,Gabon,1889,30.6
23220,Gambia,1889,28.8
23221,Georgia,1889,32.67
23222,Germany,1889,40.62
23223,Ghana,1889,28.0
23225,Greece,1889,38.02
23226,Greenland,1889,31.28
23227,Grenada,1889,37.3
23228,Guadeloupe,1889,27.66
23229,Guam,1889,27.5
23230,Guatemala,1889,25.81
23232,Guinea,1889,30.42
23233,Guinea-Bissau,1889,32.0
23234,Guyana,1889,31.12
23235,Haiti,1889,29.0
23237,Honduras,1889,33.9
23238,"Hong Kong, China",1889,34.9
23239,Hungary,1889,36.0
23240,Iceland,1889,52.47
23241,India,1889,24.3
23242,Indonesia,1889,30.0
23243,Iran,1889,25.6
23244,Iraq,1889,31.2
23245,Ireland,1889,46.23
23247,Israel,1889,32.0
23248,Italy,1889,39.05
23249,Jamaica,1889,37.6
23250,Japan,1889,37.61
23252,Jordan,1889,31.7
23253,Kazakhstan,1889,27.0
23254,Kenya,1889,25.5
23255,Kiribati,1889,24.9
23256,North Korea,1889,26.0
23257,South Korea,1889,25.8
23260,Kuwait,1889,26.0
23261,Kyrgyz Republic,1889,24.74
23262,Lao,1889,31.9
23263,Latvia,1889,42.63
23264,Lebanon,1889,29.7
23265,Lesotho,1889,32.8
23266,Liberia,1889,31.1
23267,Libya,1889,33.1
23269,Lithuania,1889,37.01
23270,Luxembourg,1889,41.93
23271,"Macao, China",1889,34.7
23272,"Macedonia, FYR",1889,36.1
23273,Madagascar,1889,30.5
23274,Malawi,1889,30.3
23275,Malaysia,1889,30.6
23276,Maldives,1889,32.65
23277,Mali,1889,26.41
23278,Malta,1889,36.74
23280,Martinique,1889,30.15
23281,Mauritania,1889,32.0
23282,Mauritius,1889,28.42
23283,Mayotte,1889,32.5
23284,Mexico,1889,26.9
23285,"Micronesia, Fed. Sts.",1889,26.7
23286,Moldova,1889,33.15
23288,Mongolia,1889,31.8
23289,Montenegro,1889,35.4
23291,Morocco,1889,33.1
23292,Mozambique,1889,30.28
23293,Myanmar,1889,30.8
23294,Namibia,1889,32.4
23296,Nepal,1889,32.8
23297,Netherlands,1889,44.35
23298,Netherlands Antilles,1889,34.41
23299,New Caledonia,1889,26.0
23300,New Zealand,1889,42.53
23302,Nicaragua,1889,25.4
23303,Niger,1889,30.8
23304,Nigeria,1889,30.4
23309,Norway,1889,49.06
23310,Oman,1889,32.3
23311,Pakistan,1889,25.93
23313,Panama,1889,32.9
23314,Papua New Guinea,1889,31.5
23315,Paraguay,1889,35.5
23316,Peru,1889,35.7
23317,Philippines,1889,30.9
23319,Poland,1889,37.11
23320,Portugal,1889,35.6
23321,Puerto Rico,1889,30.43
23322,Qatar,1889,30.8
23323,Reunion,1889,33.0
23324,Romania,1889,35.7
23325,Russia,1889,31.03
23326,Rwanda,1889,31.8
23330,St. Lucia,1889,28.01
23332,St. Vincent and the Grenadines,1889,25.99
23334,Samoa,1889,25.4
23336,Sao Tome and Principe,1889,31.0
23337,Saudi Arabia,1889,32.1
23338,Senegal,1889,25.2
23339,Serbia,1889,35.5
23342,Seychelles,1889,41.99
23343,Sierra Leone,1889,25.1
23344,Singapore,1889,34.0
23345,Slovak Republic,1889,36.4
23346,Slovenia,1889,36.6
23347,Solomon Islands,1889,25.1
23348,Somalia,1889,29.4
23350,South Africa,1889,33.5
23352,Spain,1889,31.32
23353,Sri Lanka,1889,32.6
23354,Sudan,1889,31.4
23355,Suriname,1889,32.9
23357,Swaziland,1889,32.3
23358,Sweden,1889,52.3
23359,Switzerland,1889,45.14
23360,Syria,1889,31.1
23361,Taiwan,1889,28.3
23362,Tajikistan,1889,25.04
23363,Tanzania,1889,32.2
23364,Thailand,1889,30.4
23365,Timor-Leste,1889,28.95
23366,Togo,1889,31.3
23368,Tonga,1889,28.2
23370,Trinidad and Tobago,1889,38.8
23371,Tunisia,1889,28.8
23372,Turkey,1889,35.0
23373,Turkmenistan,1889,23.26
23376,Uganda,1889,25.3
23377,Ukraine,1889,36.6
23378,United Arab Emirates,1889,30.7
23379,United Kingdom,1889,46.34
23380,United States,1889,44.63
23381,Uruguay,1889,32.9
23383,Uzbekistan,1889,27.73
23385,Vanuatu,1889,24.3
23386,Venezuela,1889,32.2
23387,West Bank and Gaza,1889,32.1
23389,Western Sahara,1889,34.75
23390,Vietnam,1889,32.0
23391,Virgin Islands (U.S.),1889,33.4
23394,Yemen,1889,23.39
23396,Zambia,1889,32.6
23397,Zimbabwe,1889,33.7
23399,South Sudan,1889,26.67
23401,Afghanistan,1890,27.29
23403,Albania,1890,35.4
23404,Algeria,1890,28.82
23407,Angola,1890,26.98
23409,Antigua and Barbuda,1890,33.54
23410,Argentina,1890,34.0
23411,Armenia,1890,35.0
23412,Aruba,1890,34.42
23413,Australia,1890,44.63
23414,Austria,1890,37.07
23415,Azerbaijan,1890,30.17
23416,Bahamas,1890,35.18
23417,Bahrain,1890,30.3
23418,Bangladesh,1890,22.72
23419,Barbados,1890,32.12
23420,Belarus,1890,36.2
23421,Belgium,1890,44.14
23422,Belize,1890,26.5
23423,Benin,1890,31.0
23425,Bhutan,1890,28.8
23426,Bolivia,1890,33.0
23427,Bosnia and Herzegovina,1890,35.1
23428,Botswana,1890,33.6
23429,Brazil,1890,31.98
23431,Brunei,1890,29.2
23432,Bulgaria,1890,39.76
23433,Burkina Faso,1890,29.2
23434,Burundi,1890,31.5
23435,Cambodia,1890,35.0
23436,Cameroon,1890,28.75
23437,Canada,1890,45.13
23438,Cape Verde,1890,33.8
23440,Central African Republic,1890,30.0
23441,Chad,1890,30.9
23443,Chile,1890,32.0
23444,China,1890,32.0
23447,Colombia,1890,32.0
23448,Comoros,1890,32.1
23449,"Congo, Dem. Rep.",1890,31.6
23450,"Congo, Rep.",1890,32.7
23452,Costa Rica,1890,30.61
23453,Cote d'Ivoire,1890,31.16
23454,Croatia,1890,36.1
23455,Cuba,1890,39.54
23456,Cyprus,1890,38.51
23457,Czech Republic,1890,34.99
23459,Denmark,1890,47.3
23460,Djibouti,1890,29.9
23462,Dominican Republic,1890,29.9
23464,Ecuador,1890,32.9
23465,Egypt,1890,33.0
23466,El Salvador,1890,28.7
23467,Equatorial Guinea,1890,29.8
23468,Eritrea,1890,30.2
23470,Estonia,1890,42.27
23471,Ethiopia,1890,4.0
23474,Fiji,1890,26.1
23475,Finland,1890,44.61
23476,France,1890,43.36
23477,French Guiana,1890,30.5
23478,French Polynesia,1890,25.6
23479,Gabon,1890,30.6
23480,Gambia,1890,28.8
23481,Georgia,1890,32.87
23482,Germany,1890,40.91
23483,Ghana,1890,28.0
23485,Greece,1890,38.18
23486,Greenland,1890,30.95
23487,Grenada,1890,37.3
23488,Guadeloupe,1890,27.66
23489,Guam,1890,27.5
23490,Guatemala,1890,25.81
23492,Guinea,1890,30.43
23493,Guinea-Bissau,1890,32.0
23494,Guyana,1890,31.12
23495,Haiti,1890,29.0
23497,Honduras,1890,33.9
23498,"Hong Kong, China",1890,34.9
23499,Hungary,1890,36.0
23500,Iceland,1890,36.58
23501,India,1890,24.38
23502,Indonesia,1890,30.0
23503,Iran,1890,25.6
23504,Iraq,1890,31.2
23505,Ireland,1890,46.49
23507,Israel,1890,32.0
23508,Italy,1890,38.5
23509,Jamaica,1890,34.3
23510,Japan,1890,37.68
23512,Jordan,1890,31.7
23513,Kazakhstan,1890,27.2
23514,Kenya,1890,25.5
23515,Kiribati,1890,8.0
23516,North Korea,1890,26.0
23517,South Korea,1890,25.8
23520,Kuwait,1890,26.0
23521,Kyrgyz Republic,1890,24.94
23522,Lao,1890,31.9
23523,Latvia,1890,42.96
23524,Lebanon,1890,29.7
23525,Lesotho,1890,32.8
23526,Liberia,1890,31.1
23527,Libya,1890,33.1
23529,Lithuania,1890,37.43
23530,Luxembourg,1890,42.44
23531,"Macao, China",1890,34.7
23532,"Macedonia, FYR",1890,36.1
23533,Madagascar,1890,30.5
23534,Malawi,1890,30.3
23535,Malaysia,1890,30.6
23536,Maldives,1890,32.65
23537,Mali,1890,26.41
23538,Malta,1890,37.21
23540,Martinique,1890,30.15
23541,Mauritania,1890,32.0
23542,Mauritius,1890,28.16
23543,Mayotte,1890,32.5
23544,Mexico,1890,26.9
23545,"Micronesia, Fed. Sts.",1890,26.7
23546,Moldova,1890,33.15
23548,Mongolia,1890,31.8
23549,Montenegro,1890,35.4
23551,Morocco,1890,33.1
23552,Mozambique,1890,30.28
23553,Myanmar,1890,30.8
23554,Namibia,1890,32.4
23556,Nepal,1890,32.8
23557,Netherlands,1890,44.4
23558,Netherlands Antilles,1890,34.41
23559,New Caledonia,1890,26.0
23560,New Zealand,1890,42.98
23562,Nicaragua,1890,25.4
23563,Niger,1890,30.8
23564,Nigeria,1890,30.4
23569,Norway,1890,48.6
23570,Oman,1890,32.3
23571,Pakistan,1890,25.54
23573,Panama,1890,32.9
23574,Papua New Guinea,1890,31.5
23575,Paraguay,1890,35.5
23576,Peru,1890,35.7
23577,Philippines,1890,30.9
23579,Poland,1890,37.41
23580,Portugal,1890,35.6
23581,Puerto Rico,1890,30.43
23582,Qatar,1890,30.8
23583,Reunion,1890,33.0
23584,Romania,1890,35.7
23585,Russia,1890,29.93
23586,Rwanda,1890,31.8
23590,St. Lucia,1890,28.01
23592,St. Vincent and the Grenadines,1890,25.99
23594,Samoa,1890,25.4
23596,Sao Tome and Principe,1890,31.0
23597,Saudi Arabia,1890,32.1
23598,Senegal,1890,25.2
23599,Serbia,1890,35.5
23602,Seychelles,1890,42.25
23603,Sierra Leone,1890,25.1
23604,Singapore,1890,34.0
23605,Slovak Republic,1890,36.4
23606,Slovenia,1890,36.6
23607,Solomon Islands,1890,25.1
23608,Somalia,1890,29.4
23610,South Africa,1890,33.5
23612,Spain,1890,31.58
23613,Sri Lanka,1890,32.6
23614,Sudan,1890,31.4
23615,Suriname,1890,32.9
23617,Swaziland,1890,32.3
23618,Sweden,1890,50.48
23619,Switzerland,1890,44.95
23620,Syria,1890,31.1
23621,Taiwan,1890,28.3
23622,Tajikistan,1890,25.24
23623,Tanzania,1890,32.2
23624,Thailand,1890,30.4
23625,Timor-Leste,1890,28.95
23626,Togo,1890,31.3
23628,Tonga,1890,28.2
23630,Trinidad and Tobago,1890,38.8
23631,Tunisia,1890,28.8
23632,Turkey,1890,35.0
23633,Turkmenistan,1890,23.46
23636,Uganda,1890,25.3
23637,Ukraine,1890,36.6
23638,United Arab Emirates,1890,30.7
23639,United Kingdom,1890,44.75
23640,United States,1890,45.21
23641,Uruguay,1890,32.9
23643,Uzbekistan,1890,27.93
23645,Vanuatu,1890,24.3
23646,Venezuela,1890,32.2
23647,West Bank and Gaza,1890,32.1
23649,Western Sahara,1890,34.75
23650,Vietnam,1890,32.0
23651,Virgin Islands (U.S.),1890,33.4
23654,Yemen,1890,23.39
23656,Zambia,1890,32.6
23657,Zimbabwe,1890,33.7
23659,South Sudan,1890,26.67
23661,Afghanistan,1891,27.28
23663,Albania,1891,35.4
23664,Algeria,1891,28.82
23667,Angola,1891,26.98
23669,Antigua and Barbuda,1891,33.54
23670,Argentina,1891,33.86
23671,Armenia,1891,35.2
23672,Aruba,1891,34.42
23673,Australia,1891,45.16
23674,Austria,1891,37.3
23675,Azerbaijan,1891,30.37
23676,Bahamas,1891,35.18
23677,Bahrain,1891,30.3
23678,Bangladesh,1891,21.6
23679,Barbados,1891,32.12
23680,Belarus,1891,36.2
23681,Belgium,1891,44.06
23682,Belize,1891,26.5
23683,Benin,1891,31.0
23685,Bhutan,1891,28.8
23686,Bolivia,1891,33.0
23687,Bosnia and Herzegovina,1891,35.1
23688,Botswana,1891,33.6
23689,Brazil,1891,31.98
23691,Brunei,1891,29.2
23692,Bulgaria,1891,39.8
23693,Burkina Faso,1891,29.2
23694,Burundi,1891,31.5
23695,Cambodia,1891,35.0
23696,Cameroon,1891,28.75
23697,Canada,1891,45.17
23698,Cape Verde,1891,33.8
23700,Central African Republic,1891,30.0
23701,Chad,1891,30.9
23703,Chile,1891,32.0
23704,China,1891,32.0
23707,Colombia,1891,32.0
23708,Comoros,1891,32.1
23709,"Congo, Dem. Rep.",1891,31.6
23710,"Congo, Rep.",1891,32.7
23712,Costa Rica,1891,31.02
23713,Cote d'Ivoire,1891,31.16
23714,Croatia,1891,36.1
23715,Cuba,1891,35.38
23716,Cyprus,1891,38.51
23717,Czech Republic,1891,34.99
23719,Denmark,1891,46.83
23720,Djibouti,1891,29.9
23722,Dominican Republic,1891,29.9
23724,Ecuador,1891,32.9
23725,Egypt,1891,33.0
23726,El Salvador,1891,28.7
23727,Equatorial Guinea,1891,29.8
23728,Eritrea,1891,30.2
23730,Estonia,1891,42.42
23731,Ethiopia,1891,8.0
23734,Fiji,1891,26.1
23735,Finland,1891,42.57
23736,France,1891,44.11
23737,French Guiana,1891,30.5
23738,French Polynesia,1891,25.6
23739,Gabon,1891,30.6
23740,Gambia,1891,28.8
23741,Georgia,1891,33.07
23742,Germany,1891,41.2
23743,Ghana,1891,28.0
23745,Greece,1891,38.34
23746,Greenland,1891,31.51
23747,Grenada,1891,37.3
23748,Guadeloupe,1891,27.66
23749,Guam,1891,27.5
23750,Guatemala,1891,25.81
23752,Guinea,1891,30.44
23753,Guinea-Bissau,1891,32.0
23754,Guyana,1891,31.12
23755,Haiti,1891,29.0
23757,Honduras,1891,33.9
23758,"Hong Kong, China",1891,34.9
23759,Hungary,1891,36.13
23760,Iceland,1891,47.49
23761,India,1891,23.03
23762,Indonesia,1891,30.0
23763,Iran,1891,25.6
23764,Iraq,1891,31.2
23765,Ireland,1891,46.76
23767,Israel,1891,32.0
23768,Italy,1891,38.46
23769,Jamaica,1891,37.3
23770,Japan,1891,37.76
23772,Jordan,1891,31.7
23773,Kazakhstan,1891,27.4
23774,Kenya,1891,25.5
23775,Kiribati,1891,24.9
23776,North Korea,1891,26.0
23777,South Korea,1891,25.8
23780,Kuwait,1891,26.0
23781,Kyrgyz Republic,1891,25.14
23782,Lao,1891,31.9
23783,Latvia,1891,43.29
23784,Lebanon,1891,29.7
23785,Lesotho,1891,32.8
23786,Liberia,1891,31.1
23787,Libya,1891,33.1
23789,Lithuania,1891,37.86
23790,Luxembourg,1891,42.94
23791,"Macao, China",1891,34.7
23792,"Macedonia, FYR",1891,36.1
23793,Madagascar,1891,30.5
23794,Malawi,1891,30.3
23795,Malaysia,1891,30.6
23796,Maldives,1891,32.65
23797,Mali,1891,26.41
23798,Malta,1891,37.68
23800,Martinique,1891,30.15
23801,Mauritania,1891,32.0
23802,Mauritius,1891,35.38
23803,Mayotte,1891,32.5
23804,Mexico,1891,25.7
23805,"Micronesia, Fed. Sts.",1891,26.7
23806,Moldova,1891,33.15
23808,Mongolia,1891,31.8
23809,Montenegro,1891,35.4
23811,Morocco,1891,33.1
23812,Mozambique,1891,30.28
23813,Myanmar,1891,30.8
23814,Namibia,1891,32.4
23816,Nepal,1891,32.8
23817,Netherlands,1891,44.25
23818,Netherlands Antilles,1891,34.41
23819,New Caledonia,1891,26.0
23820,New Zealand,1891,43.42
23822,Nicaragua,1891,25.4
23823,Niger,1891,30.8
23824,Nigeria,1891,30.4
23829,Norway,1891,49.79
23830,Oman,1891,32.3
23831,Pakistan,1891,25.15
23833,Panama,1891,32.9
23834,Papua New Guinea,1891,31.5
23835,Paraguay,1891,35.5
23836,Peru,1891,35.7
23837,Philippines,1891,30.9
23839,Poland,1891,37.71
23840,Portugal,1891,35.6
23841,Puerto Rico,1891,30.43
23842,Qatar,1891,30.8
23843,Reunion,1891,33.0
23844,Romania,1891,35.7
23845,Russia,1891,26.39
23846,Rwanda,1891,31.8
23850,St. Lucia,1891,28.01
23852,St. Vincent and the Grenadines,1891,25.99
23854,Samoa,1891,25.4
23856,Sao Tome and Principe,1891,31.0
23857,Saudi Arabia,1891,32.1
23858,Senegal,1891,25.2
23859,Serbia,1891,35.5
23862,Seychelles,1891,42.51
23863,Sierra Leone,1891,25.1
23864,Singapore,1891,34.0
23865,Slovak Republic,1891,36.4
23866,Slovenia,1891,36.6
23867,Solomon Islands,1891,25.1
23868,Somalia,1891,29.4
23870,South Africa,1891,33.5
23872,Spain,1891,31.84
23873,Sri Lanka,1891,32.6
23874,Sudan,1891,31.4
23875,Suriname,1891,32.9
23877,Swaziland,1891,32.3
23878,Sweden,1891,51.09
23879,Switzerland,1891,44.71
23880,Syria,1891,31.1
23881,Taiwan,1891,28.3
23882,Tajikistan,1891,25.44
23883,Tanzania,1891,32.2
23884,Thailand,1891,30.4
23885,Timor-Leste,1891,28.95
23886,Togo,1891,31.3
23888,Tonga,1891,28.2
23890,Trinidad and Tobago,1891,38.8
23891,Tunisia,1891,28.8
23892,Turkey,1891,35.0
23893,Turkmenistan,1891,23.66
23896,Uganda,1891,25.3
23897,Ukraine,1891,36.6
23898,United Arab Emirates,1891,30.7
23899,United Kingdom,1891,44.29
23900,United States,1891,45.58
23901,Uruguay,1891,32.9
23903,Uzbekistan,1891,28.13
23905,Vanuatu,1891,24.3
23906,Venezuela,1891,32.2
23907,West Bank and Gaza,1891,32.1
23909,Western Sahara,1891,34.75
23910,Vietnam,1891,32.0
23911,Virgin Islands (U.S.),1891,33.4
23914,Yemen,1891,23.39
23916,Zambia,1891,32.6
23917,Zimbabwe,1891,33.7
23919,South Sudan,1891,26.67
23921,Afghanistan,1892,27.27
23923,Albania,1892,35.4
23924,Algeria,1892,28.82
23927,Angola,1892,26.98
23929,Antigua and Barbuda,1892,33.54
23930,Argentina,1892,33.72
23931,Armenia,1892,35.4
23932,Aruba,1892,34.42
23933,Australia,1892,45.69
23934,Austria,1892,37.77
23935,Azerbaijan,1892,30.57
23936,Bahamas,1892,35.18
23937,Bahrain,1892,30.3
23938,Bangladesh,1892,21.0
23939,Barbados,1892,32.12
23940,Belarus,1892,36.2
23941,Belgium,1892,43.16
23942,Belize,1892,26.5
23943,Benin,1892,31.0
23945,Bhutan,1892,28.8
23946,Bolivia,1892,33.0
23947,Bosnia and Herzegovina,1892,35.1
23948,Botswana,1892,33.6
23949,Brazil,1892,31.98
23951,Brunei,1892,29.2
23952,Bulgaria,1892,39.85
23953,Burkina Faso,1892,29.2
23954,Burundi,1892,31.5
23955,Cambodia,1892,35.0
23956,Cameroon,1892,28.75
23957,Canada,1892,45.52
23958,Cape Verde,1892,33.8
23960,Central African Republic,1892,30.0
23961,Chad,1892,30.9
23963,Chile,1892,32.0
23964,China,1892,32.0
23967,Colombia,1892,32.0
23968,Comoros,1892,32.1
23969,"Congo, Dem. Rep.",1892,31.6
23970,"Congo, Rep.",1892,32.7
23972,Costa Rica,1892,31.43
23973,Cote d'Ivoire,1892,31.16
23974,Croatia,1892,36.1
23975,Cuba,1892,31.22
23976,Cyprus,1892,38.51
23977,Czech Republic,1892,35.0
